,X,target
22426,"I think I'm going to try and update twitter from now on, even if no one reads them, mostly as a personal online diary ",4
22427,Saab is now a division of Koenigsegg ,4
22428,will kill someone haha!  cmown. ano ba hahaha!,4
22429,"@janole hey, did you get my message?  We on for this week?  (shall we move to email? ",4
22430,"@anurag_d @arey_abhishek interesting dude..  AD, will DM you right now!",4
22431,"Johnny says &quot;why you can even eat me&quot; as willy to which imoaned as my sis laughed ;p myraw cookie dough depp i will eat you, Willy!!  ",4
22432,"@Ms_Atl_taLeNt: LoL its okay, thanks lmbo  yes everyone i am 100% Female and 20yrs old!! Lol",4
22433,almost time for talkin' 'bout your generation  yayayayayayay ,4
22434,@KELLY__ROWLAND well you know ill be watching that girl! If not ill record it ,4
22435,@Chloe_84 you loves them thats why  just keep an eye on him but im sure he ok. &lt;3,4
22436,@slckrqn Thank you so much ,4
22437,"@pjhelliar good show Pete, we're counting on your marvelous powers of persuasion to get YS onto twitter ",4
22438,"Up, awake and ready to face the day. Going to Exeter with @Lozzie_Smart today, should be fun  Need to get breakfast first",4
22439,@romannikoles Nope.  Never slept with a chinese man. But I HAVE dated a couple guys that had chinese sized dicks. ,4
22440,@sonnyjoeflangan I saw Angels and Demons the other day. Epic movie. info overload a little. but good ,4
22441,"@timethief glad it's all sorted now, off to read some of your tweeted articles ",4
22442,"I love having long, late night conversations with the one i love ",4
22443,i`m already doing my home work. while watching cook &amp; archie ! ,4
22444,At a meeting very near @martinvars office. Wouldn't mind to drop by and get to meet him ,4
22445,"I had a dose of Ikea tonight, and I didn't buy anything!!!  I will next time ",4
22446,"Boinc projects changed over, three clean dogs and two clean kids ",4
22447,@ChantellePaige where are you in Germany? ,4
22448,"Sports betting are a wise investment, and with the right tips you multiply your money constantly  www.winplace.at",4
22449,&amp;&amp;&amp; i'm feeling a little relieved and a little more secure and it's a really nice feeling ,4
22450,su bo we heart you ,4
22451,"@Pwllcornel Good morning - hadn't thought about that, I assumed it was because I putting her name in but it could be the L word ",4
22452,Planning to backcheck General Affair matter ,4
22453,I'm going to start looking for clothing lines to model for ,4
22454,is ecstatic haha! cuz its Dressdown today due to inclement weather yey me! ,4
22455,@caribbeanblue77 try ticketluck.com for cheap tickets! &amp; remember to use CAROL as the discount code ,4
22456,"Let the BLING sell itself and maybe you didn't know this, but Flip Flops are the HOTTEST Selling item in the Summer yet Year Around  ",4
22457,"@Rutherfordium I replied to myself instead of you, saying te he he he he... do you think maybe i'm over excited? ",4
22458,@behindtherabbit Good morning. ,4
22459,"Jus Decided Im Going Wash The Pots, Have A Cigarette Then Cook A Sausage And Egg Cob ",4
22460,@Jayme1988 Oh yea forgot bout that lol im good thanks dying of boredom at work but otherwise tip top ,4
22461,downloading some movies  because im so bored http://plurk.com/p/11ay5d,4
22462,@charliebrand http://twitpic.com/7j6px - I have that same piano ,4
22463,"Yahoo Babelfish is my savior! http://babelfish.yahoo.com/translate_txt (I suck at foreign language, but this makes it waaaaay easier!) ",4
22464,But yep....You are correct sir! ,4
22465,Right! Off to London! ,4
22466,I'm starting to like these phone calls more often from Mr. Big. Lmao anywho G. Night ya'll people ,4
22467,@kandysays The spidery subphyla of arthropods ,4
22468,"kicking back with the fire going, watching Labyrinth... oh yeah ",4
22469,@Cali_Vegas 4 hours exercise.... Wow... I hope you give yourself a day off to recover... ,4
22470,"3 days till Britney, excited ",4
22471,@iamsuperbianca haha hi po! laffed at ur update about BOF. lol. who among F4 do u find the cutest? ,4
22472,@Carlsonator grattis ,4
22473,Very happy about my sister's law entrance results. Hopefully she'll be in one of the National Law schools in a few months ,4
22474,"@NeilHumphreys i own a Mac and it's very easy to use, great interface, awesome for design/graphic work, extremely reliable  never got BSOD",4
22475,"Well, I've had 2 nice rest days after the Cyclone Challenge on Saturday so it's time to get moving again. Just some L3 on the #VeloTron ",4
22476,@Rakey How the other half live eh?  Enjoy while you can ,4
22477,"@Zyote I wanted to see more shots of the food you were eating while you were there, but other than that nice movie! ",4
22478,@snowbeezy91693 nothin much.  and you?,4
22479,@heziabrass http://twitpic.com/4qru3 - i also have this T-shirt ,4
22480,@PaulHarriott Morning!  How are you today?,4
22481,@Salima_LeVell we had a great day here in the antipodes thanks ,4
22482,@Rombemel you smell like communication shitty teen spirit    ,4
22483,"@norakiaora LOL glad u enjoyed, was great fun to do- I look forward to seeing yours in the final video ",4
22484,loves him &lt;3 ,4
22485,@Suheil_  - Disarm - Indeed poetic ,4
22486,I listened to ALOT of The Jazz June today ,4
22487,@Wossy Many congrats on the Music Industry  Award! Well deserved! ,4
22488,@tommcfly hows marvin doing?  have a great day at the studio! xx,4
22489,Goodnight World! Gonna go sleep now...have a pleasant evening ,4
22490,@efreeman YAY! Twins ... must mean google Fail - I'm off the hook ,4
22491,@dipping_sauce @brunobatista do you both guys crochet? i'm learning now ,4
22492,@amyrsward I have a few thoughts...I shall DM you... ,4
22493,got molested by her boyfriend on the way into the bedroom .... whoops! hehehehe  BIG SMILE ,4
22494,Good Morning from Kentucky.  Warm and Humid typical Kentucky yuk !!!! Have a great day everyone ,4
22495,"Time for dinner, will be back in a little bit. ",4
22496,@AlohaLealani good night ,4
22497,"@NerkoHadzija aha  interface. cool, but I am looking for a Laptop. thanks anyway!",4
22498,yay finished exams for this semester!! ,4
22499,@nova937music I couldn't care for or against extended trading. as a devout night-shift guy this doesn't have any bearing ,4
22500,@dphin thanks for that DM! they seem quite real! and yay for visual voicemail! ,4
22501,@kieranmasterton only just spotted your MD5-encoded Apprentice reveal from a couple of weeks ago... LOL ,4
22502,@Lanie_land  Whatever next? Spandex sounds much funnier!,4
22503,@kattiiie miss you too! ,4
22504,has woken up feelin' fresh. feel so much better about everything! ,4
22505,@Sunshine__Grace Happy birthday ,4
22506,Just in work carn't wait to finish so i can go sit in the gorgeous sun!  x,4
22507,was at royal india(over road from station) when lightning struct and blew off a chimney on station. Lotsa lightning over docks last night ,4
22508,awesOme night! gOing tO sleep like a baby  see yOu later alligatOr...,4
22509,@monicafrancesca i'll board with you.. how much? ,4
22510,Don't forget to tell GOD Thank you for all that he's done for you! Take time out now to tell him Thank You with a sincere heart! ,4
22511,@mys7 that would be the best way to work even less ,4
22512,"@DistroPa Boinc projects changed over, three clean dogs and two clean kids ",4
22513,"I'm attempting the race for life, although i don't know if i can run, hey ho, sponser me!  http://www.runningsponsorme.org/ManishaPatel",4
22514,"@vanhemlock Besides, @jonshute would love exploding collars, mucho rez xp for him, cos you know the collors wouldn't make a difference ",4
22515,@pinkninja I'm going to sleep...or would be if I weren't getting Twittered. ,4
22516,@LadyParadis  I really liked the second haiku you wrote.,4
22517,@1stfloor_club I know GIAD very good!!!  Will be a greate Party! Addicted to house music,4
22518,jazymel367 is my aim ,4
22519,@kellyditchburn cupcake sounds like a good idea right now. I need sugar after @Angelfish007 TradeMe-Washing machine link made me cry. ,4
22520,first time ,4
22521,"This very second, my bed is the most wonderful and important thing ever. Omg. We have become one.  good night. I have no idea how i'm  ...",4
22522,@magnusholmgren I only wrote one ,4
22523,@LeaL714 Im gonna buy Bobby's one ,4
22524,"just made my decision.... exam day? well, i'm not going ",4
22525,"i can say i'm semi-satisfied w/ my exam marks, hahaa. going to play the piano after i blowdry my hair ",4
22526,@fmeichel : double mail dans BAL A.2.0 ,4
22527,just for you @Loz62 @TheEngTeacher @PinkBerryGirl @monicks @chriscattaneo @blackberrychick  http://sml.vg/hf6KRL,4
22528,@jimmycarr yes! Can't wait! ,4
22529,@johncmayer and now you can sing free falling  which is better than the original! I love it!,4
22530,is wondering why so many people say little of interest in the budget debate? And she's hungry! Soon lunchbreak! ,4
22531,Finally beat the fat pigeon to my strawberries today  it wondered if it would taste of strawberries if it eats anymore I'm finding out,4
22532,had fun today!  sneak tweet before homework!,4
22533,omg picton was mentioned twice on the news today ,4
22534,@coulsonmacleod next time ill make sure i have hot H2O and get u 2 time me ,4
22535,The coolest twEATup of Mumbai #aptw is back. RSVP here: http://twtvite.com/lj0s2c and get ready to put EAT in your tweet ,4
22536,"Super-excited to announce Alexander Limi (http://limi.net/), Firefox Interaction Designer, as a panelist for the Design Challenge! ",4
22537,@AlixandraLove Green? Are you the incredible She Hulk? ,4
22538,@Drakebell Snapper is theee best fish.. ,4
22539,can't move my arms. The gym session was rough tonight ,4
22540,"At home case: switcheasy colour, outside case: capsule rebel  ive found the perfect combo",4
22541,Best sesh right now. Haven't been this kind of happy in ages! Music is the 2nd reason for my existance ,4
22542,focusiing on meeeeeeeeee ,4
22543,@KIMOBRAND Thanx again Kimo 4 da pix_U made my son's  night  &amp; w/o ur directions we wud prob be lost &amp; still on the road_u goin 2 sd 2nite,4
22544,@jimmycarr Yes Croydon is a bit slummy but at least i'll be in the audience. ,4
22545,Feeling happy today!!! Got my 1st photo published in a magazine today. Check it out.  http://www.talentphotomagaz...,4
22546,"@KittinVittamin You're not small, you're FUN SIZED!  hope you're having great time, give ag lots of hugs",4
22547,"@heartmisuse I have 22,646 followers on one of my twitter accounts (I follow 5), and 1087 on another (I follow 13). 33 on this one though ",4
22548,@KELLY__ROWLAND Good Luck! That song iss Bigg LOVING IT!!  x,4
22549,Thanks for your DM! Don't worry! Everything is going well! I just shared some stuff about my work with my Japanese and Russian friends ,4
22550,Goodmoring! ,4
22551,@thinkpinkriva How was it? ,4
22552,WOW.. the clouds are amazing... Miracles do happen ,4
22553,#LVATT is number 3 on iTunes  ooh snap ! dude they're was like 50 people waiting at midnight for the CD http://bit.ly/vkreJ,4
22554,"Waiting for stuff to be picked up, after that, I donÂ´t have to think about THAT no more  Lovley sunny day, new pants need to be bought!",4
22555,Jumping out of bed to go runnnnnnnnnning with my Daddy ,4
22556,#haveyouever kissed in the rain while streaks of lightning light up the night sky? -- I have. And it's amazing. ,4
22557,@Tw1sty How did I know you would take the cute part and change it to suit you!!! ,4
22558,goodjonasmorning everybody ^^ today i'm very very happy  i love Cagliari finally i'm at home  and now i'm listening the entire LVATT cd,4
22559,"@FirstOutlook  Good morning guys!  No rain here in Norfolk, Va thankfully. Calm and peaceful morning here.",4
22560,@saabmagalona i thought he was though. he's name sounds so handsome kasi. haha! ,4
22561,so solemn here @ wrk lang ka ppol ppol...........only animals ,4
22562,"@Eddiejesusfreak Serious ah? Walao.. But first page also got my name, I mean ME already, haha ",4
22563,has fallen in love with Muller Light Yoghurts ,4
22564,"@candicotton Im up with ya love. rice, green beans and cheese fries is the craziest late night snacl ever ",4
22565,@pilarsalvo I love rain... here it's cloudy and cool. Lovely weather ,4
22566,"@blarzo ReIRC  2009-06-11 15:12:29 &lt;Raim&gt; btw, neue phrack-issue: http://phrack.org/issues.html?issue=66",4
22567,"@anniesorganics will check it out, still need to pick up biology of belief. Hey, love your new profile picture ",4
22568,My roommate's getting engaged this week ! So young and yet so old...hehe ,4
22569,"coloured my hair, eating ice cream,watching tv = relaxing   ",4
22570,@RozD fan of faithless! However I don't mind a bit of Lawrence. Am a fan of classic literature on the quiet ,4
22571,"@HotOnes I make hubby kiss our feet while we ram the baseball bat up his ass, that way he remembers who's in charge in our home ",4
22572,Can't wait only 4 more days till @joelmchale from @thesoup!!!!  ,4
22573,"@geekgirl444 Well considering they haven't blurred topless prostitutes in Italy &amp; Spain, I think I'm safe! ",4
22574,That's better - aural disinfectant. The Pogues - Fiesta. That should clear out any nastiness! ,4
22575,whatching discovery channel ,4
22576,Wake service tonight is at 8pm. Thank you @limkitsiang for coming as well. First Twitterer not counting @kyspeaks  Yay.,4
22577,"@Itxi_Itx In Or I could do it for you in about ten second, and load it onto Twitpic... ",4
22578,Fuck fuck fuck fuck fuck. ,4
22579,@CarolineFW Don't tweet about Britney. I've just lost two followers as a result ,4
22580,@mjkirkham @SnippyBitch and i thought work was going to be boring today ,4
22581,@riandawson make this happen in australia?  hahaha,4
22582,pimp my #g1  #googlemaps now as standalone app in the market. nice new functions,4
22583,Is better now ,4
22584,"@gschan fortunately, I have.  love the new avatar. Green Panda!!",4
22585,"Home from my Hospitality Service exam, I looked at it and laughed.. so easy. Better hope I passed.. 2 more to go! ",4
22586,@DaddyNewts Sorry - we're now following you though. DM your answer now ,4
22587,what if the Iranian recount shows the announced result was correct ,4
22588,"NO taylor, Liam diviney is hotter ",4
22589,"@DonnieWahlberg Morning Gorgeous, we need some fire over here in the UK, Please can u guys try to make it back someday  xxxx",4
22590,@ralphcochrane Lovely mate ... now wakle up it's time for work  ,4
22591,"OMG, cant believe that i tweeted tons of pics! haha ;p that's coz i just got them from...well, EVERYWHERE! ",4
22592,@AandRJones Prechiate it ,4
22593,@AliceCullen4 I'm great thanks ,4
22594,@jishita hi i m on twitter now..!! ,4
22595,@ryannj congrats! so exciting!! send updates ,4
22596,@BridgesOnTwit Hmmm seems I need to go stock up on Golden Gaytime ice creams! Everybody wants one.  LOL,4
22597,@FrenchiesForum I'm sure it'd be lovely ,4
22598,The Friday Night Boys are smokin okin' ,4
22599,"There are few ills Elbow's The Bones Of You cannot cure, hard and all as it is to listen to. It's a beautiful day ",4
22600,well i am going to TRY to go to sleep good night people out there that are still awake and reading this tweet ,4
22601,@purepleandgold W8 looks... overwhelming. ,4
22602,Sunny day sunny Stoke ,4
22603,"@rain_girl New header is ok, doesn't look natural though ",4
22604,"OK everyone, work done. TTFN ",4
22605,@ausntm It's top model Tuesday! It's top model Tuesday! ,4
22606,"still in the office, still doing paperworks, tons of it, but its fun ",4
22607,@DonnieWahlberg @JordanKnight @JoeyMcintyre @JonathanRKnight @DannyWood @NKOTB Lookin forward to much more fun/good times with you all ,4
22608,My &quot;Scott Kelby's Worldwide #Photowalk&quot; in Hamburg on Jul 18th has room for 23 more   Infos &amp; Registration at http://tr.im/oDOd,4
22609,The Ryman Group job is done... Time to start on the text sections for Lattitude Magazine. ,4
22610,"@donaldsng i will try, ",4
22611,The future's so bright I've got to wear shades (which is difficult over glasses) ,4
22612,"@ExtraFootie : my opinion, they're both different set of fullbacks, tactically Johnson is better almost similar to Finnan but younger ",4
22613,Way internet properly working again. Loads of time for tweeting  x,4
22614,checking twitter facebook myspace all at the same time  chillin with nat and eric,4
22615,@emilyosment http://twitpic.com/7fv3l - awwwwwwww they look happy - ahhhhhh best friends are amazing! ,4
22616,good night twitterverse! ,4
22617,@peterfacinelli Mate! Your little competition with your friend is the funniest thing ever. I hope you win ,4
22618,@zahra3111 ok tht's not prob ,4
22619,finally got this down. ,4
22620,"@MallikaLA Thx 4 da snekers tip. Talk &amp; Voice, Teeth &amp; Breath, Toes &amp;Shoes..waiting for more ",4
22621,Tonight shoot of Matt buying his golf outfit at La Quinta Marbella. That will be a laugh for sure  http://aimd.blip.tv,4
22622,"@rikp all right, let me know what problems you're facing and i see if i can help you.  you can dm me",4
22623,@whiteystrife i wont put up a fight if u go kick tarah in the shin plzplzplzplzplzplz ,4
22624,Just met the most alluring woman - so cute- want to take her to bed ,4
22625,No more 5th period after 9:10 today!!!! --&gt; Heading down to Longwood with Britt for the day  &lt;&gt;&lt;,4
22626,"@LightningFurash Snape, that greasy git, has his moments  But Harry Potter is the boy who lived!! Congrats on your finals! You're done? ",4
22627,@Weezykid Hi Louise - thanks for the follow. Nice to see you on Twitter ,4
22628,http://bit.ly/3gWEE  register to post my friends!! Don't be shy!!  xxx,4
22629,@trench Good night. ,4
22630,@TeamGreenMusic lmao! good luck with that ,4
22631,Isn't it odd how new clothes can make a person feel so happy  thanks mamma loveyou xxxx,4
22632,has found inspiration somewhere rather surprising ,4
22633,"i just realised that i should use twitter more often, coz atm i look like i lead no sort of interesting life ",4
22634,Got to love progress trackers! ,4
22635,Wandering round my house naked! ,4
22636,"@dbdc Morning, yeah it's def a strange film... How's u? All good here ",4
22637,is enjoying her day off ,4
22638,"Hmm, spot the ex-BBC subtitler getting huffy. ",4
22639,i have 2.5 hours til work. need help staying a wake ...jokes? interesting facts?? ,4
22640,@TVXQUKnow I love you and miss you. I can't wait for you. Don't be sick!!  and... I hope your reply !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4
22641,"@tr3f0ilerz juz follow who u wanna follow soe u knoe whats goin on w/ em.. me, i dunno who i wanna follow pa e.. haha  ",4
22642,@charityshops just hope it does some good!  #charitytuesday,4
22643,@sits_nissa Looking forward to it ,4
22644,just updated alot of things... ,4
22645,@LadyParadis Oh I meant the ones you wrote based on my &quot;vision&quot;  Like I said on lastfm,4
22646,@Rebekah_Jane_H Im waiting for that kiss ;) You said you save it for a special moment ,4
22647,"2hrs late but uh, I'm level 80 ",4
22648,@echsizzles I'm included your new followers I guess ,4
22649,Hi Tweeps  now following @dotastronomy http://dotastronomy.com/ exploring the connection between astronomy and the internet,4
22650,Husbands love you wives as Christ loved the church and gave himself for it. ,4
22651,"@frufoobus you should see me now, i'm dancing to it non-stop in the bathroom  haha",4
22652,"Congratulations on being nominated, I will definitely VOTE for you  @ddlovato",4
22653,CHAPTER THREE IS AVAILABLE on www.endahnrhesa.com . &quot;The Camp &amp; Time&quot;. Enjoy! . And don't forget to vote us for Bubuawards.. ,4
22654,http://twitpic.com/7j77l Me and JT after winning three pool games in a row ,4
22655,@kierondonoghue my grandfather used to buy me duck eggs as a kid all the time. They are v nice! ,4
22656,WOW... MORE LOVE!!! YAYY! thank you all ,4
22657,"@flipperville that was actually quite feeble  even / I / can do better than that. &gt;p xxxxxxxxxxxx (not meaning to be mean, just jokey :3#)",4
22658,Good lord it's warm today ,4
22659,Just going to un-plug and listen to the rain and thunder. Maybe that will allow a lil slumber. G'Day Mateys!  http://ff.im/-42dsp,4
22660,Neil Young this Sunday O2 !!  http://bit.ly/1w3hu You will need it ,4
22661,"@dragonbirdy interesting, may have to give them a try ",4
22662,Up waaay early than necessary ! stress must be getting to me ... great. today-killing two birds with one stone ,4
22663,i just love the fast lane crazily. wish i could b a real good driver ,4
22664,@raqueleeta welcome back! ,4
22665,@ianlatham @MummaBear I'll try ,4
22666,"@RellyAB Grapefruitrobics? Nah, nine months between workouts is a bit too long me thinks ",4
22667,So happy that Twitterific is back working ,4
22668,@Naykidd Ill be back in vegas June 30th..around 8pm. And yeah its like 11am over here...hella on break between classes right now ,4
22669,My eye is hurting *_* today its my brothers b-day ,4
22670,@bigfatphoenix  nice one. point taken.,4
22671,"@rigelbot Priorities are right, laptop and iPhone dock next to bed ",4
22672,soon it is off to Gotland. Wonderful vacation... ,4
22673,I think I gotta check out my Name Numerology  hmm............!,4
22674,random big creepy hill in buttfuk nowhere w/a red bull chill peepz and kickass view  is the dancing lights smog or glitter?,4
22675,@nsyncs BTW I ENJOY YOUR HAIR ,4
22676,@Coxie1966 thank you  i really appreciate it! xx,4
22677,@brendo_91 aw thank you! I'm glad I made you laugh ,4
22678,"@KELLY__ROWLAND i cant wait to see you on it!! Good luck kelly!! ur gona be  amazin, so glad to see u on tv! ",4
22679,Leaving work woohoo  but going home to do hw agh,4
22680,I currently have 8 vm and 3 tasks due on my to do list...lolz @ least my inbox is empty ,4
22681,@LiverpoolDan That pic brings a whole new meaning to the term 'hedge fund' haha! 6' 4 is a GOOD height! ,4
22682,is impatiently waiting for her little sister to get here! ,4
22683,@Special1TV broke leg playin footy Sunday- bored in hospital asking special one for get well tweet...  http://twitpic.com/7j78j,4
22684,hey @simplynadz! season 2 in the US. but u could watch it on YouTube/sidereel ,4
22685,"Lovely day - so obviously getting some washing done, while listening to @stephenfry chairing ISIHAC online. Bliss ",4
22686,"I know you've heard of the Colorado Sunrise, but right now, I'm enjoying a Saginaw sunrise. ",4
22687,"goodnight you two. wendy, you better came back. ",4
22688,@joebrilliant yes yes  nothin but love! Whats good with you my brother.,4
22689,@verashni @Aneeqah Ironic maybe  but also cool. News24 in good &quot;young&quot; hands on youth day...,4
22690,@SongzYuuup is putting me to sleep. I love Genesis. Got that &amp; my fav songs by him on repeat. Gabby is being lulled to dreamland! ,4
22691,"@VioletsCRUK Morning hunni, good thanks and you?? ",4
22692,...swedish high school  Love ya'll. xoxo Matilda.,4
22693,Listening to the Blue Hawaiians now. Very Tarantino. ,4
22694,"hahaha Nice one @fallenmarsgirl i actually for got tht one,Thanks ",4
22695,"#squarespace, WOO-HOO, Sunshine of the day ",4
22696,Woop being discharged soon! Not so good at playing the waiting game ,4
22697,@Newy_ShortStack thanx heaps for your msg  very encouraging  CD x,4
22698,Im bored doing Homeworks! I must do something fun ,4
22699,Morning all! Just a quick one before I shoot off.Shopping for birthday treats with my little sister today.Very excited to be 21 in 5 days ,4
22700,Huh.  So like 90% of my followers are spammers...go elsewhere por favor!  Blockheads only! ,4
22701,"@ploeh Confusing definitions  Nevertheless, not being able to trust a test runner is bad.",4
22702,Should probably go to bed. Nighty night loves ,4
22703,http://bit.ly/yF5r1  &lt;-- was standing in front row! ,4
22704,"Im inspired much by everything that is happening.    One choice, one way.    ohh .. this is just my first yime ..  plz. excuse me  tnx",4
22705,Whacking out the laptop and am gonna attempt to install the sims 3 on it ,4
22706,@TheHuntley Enjoy ,4
22707,is having fun with battlefield heroes!  the music keeps playing in my head,4
22708,My Take That tickets have arrived - hurrah!!! ,4
22709,@celtspen Absolutely. You can have your pick of english breakfast or strawberry tea. ,4
22710,46 long minutes talking to my FAVORITE cousin ,4
22711,just came from school. eating piattos.  hehe.. woohoo!! my dad gave me money.  but not dat many. ,4
22712,In a few days I'll post the youtube videos and buzznet blog ,4
22713,@gorankarlsson There is no business value. Except for keeping in touch with people. ,4
22714,hey all such beautiful day therefore i am in a beautiful mood ,4
22715,waiting for my tutor. ,4
22716,twitter it is sher!  think I should take this a little bit more serious!,4
22717,@danielabramono  Wah time flies for you I bet   My regard to the fam ya.  Ciee yang skrg sophomore~,4
22718,@Llubyloo and why would you have been scared of me in the first place ,4
22719,@670amKIRN Anything I can do to help.  Can't do it for long but I do it when i can,4
22720,@cavorting Thanks. Our cats rule the household ,4
22721,"Morning star shines, the earth says hello...  outside my window... clouds, wind and gloom, unbelivibly, this is 'ok' weather for up north ",4
22722,"@Marawitch Bummer on quitting! Oh well, the beginners' pack is excellent, it's what most of us have. ",4
22723,"Alright, I'm really gonna go finish all of Franny and Zooey now. If anyone's read the book, let me know, I'd like to discuss ",4
22724,good morning y'all! I'm such a potato couch ,4
22725,I've never been so happy to see boobs in my life ,4
22726,@i_nesita Good morning! ,4
22727,"Filming 'Andrew and Rosie's video blog #2' outside today, hopefully the weather stays nice  Listening to Little Boots again (Y)",4
22728,option 3: go home and watch Top Gear ,4
22729,circus on friday ,4
22730,"@jesskarrr Hello! congrats your my 400th tweet. :o  im fantastic, what about you?",4
22731,GOODNiGHT ,4
22732,@adrence haha! I will ! ,4
22733,@kevinmakesmoney I was watching conan and it reminded me of you ,4
22734,"hello i am doing fine and drinking some coffe here in oslo, hope you all are good too ",4
22735,"just got ready to go to see the horses, seems a very nice day can't wait to go and ride ",4
22736,"Im a very open girl and if you remain respectful, we will have a lot of fun  See my pics here http://sa9.us/HornySophie",4
22737,@kirsty_wilson no worries. Sorry I had to drop your name as it couldn't fit. But I figured you'd know why ,4
22738,"@nsantos_pessoal bridges have compact sensors, only the body is bigger  ... it's the reverse of micro four thirds ",4
22739,Franz Ferdinand - No you Girls...great song. ,4
22740,http://tr.im/oDPB [Danish] - Hilarious ,4
22741,can't sleep. what else is new. 4 days ,4
22742,@TVXQMicky I love you and miss you. I can't wait for you. Don't be sick!!   and... I hope your reply !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4
22743,muhaha. can keep up with my boss drinkwise  just got home with about a week off work! wooo!,4
22744,sunbathing today? i thinkkkkk so ,4
22745,mum's phone is complete : screen protector &amp; silicon casing. all safe and set!  oh mine too. but I need to send my phone for service.woosh,4
22746,@fanyechka YES HAND CREAMMMMM.  Oh I checked out the op shops and closing times today. We should have enough time if you get here by 12 (:,4
22747,@sujithh .oO No issue! his name is tricky ,4
22748,Now that's a job  Sr. Web Developer *Front End* at Playboy http://tr.im/oDFS,4
22749,@scozzese About an hour an a half. But if she does them well I can wait ,4
22750,"..because unlike many others, I write as myself only!  It's a crying shame that other people can't be as honest as well.  ",4
22751,@HoptonHouseBnB Both. I only had a yoghurt for breakfast so you can have my spare calories ,4
22752,"Just came back from shopping with my loves  Amy,Chua &amp; Esther.",4
22753,thinks Jamaican Jerk Seasoning is the greatest taste sensation since Maggi Seasoning ,4
22754,"reports are that Iranian gov't is taking away sat dishes from homes. given the crap on DirecTV, is that really so bad? ",4
22755,"@CartoonBeardy About the phone,I've sent you a direct message with my answer . ",4
22756,Just grabbing a bite to eat on way to airport. This is my view    http://twitpic.com/7j7as,4
22757,@lippehtastic two months from now we are going to be barreling down slopes in Argentina!  ,4
22758,Just listened to @katyperry's interview with Chris Moyles! Very funny! ,4
22759,@RubyRose1 aw I'm gonna subscribe coz you're a hilarious bird ,4
22760,lol trueee. yeh ball would suck! but u never know..maybe they'll straighten up reaally fast and u can get them off before ,4
22761,may possibly have found something which may link Windows Media Player-&gt;Flock-&gt;Twitter-&gt;Facebook.  ... A discovery yet to be discovered!,4
22762,Why am I awake at 5 am? Good morning everyone ,4
22763,@jimjonescapo getting up??? i havnt slept ,4
22764,Is watching A bit of Fry and Laurie ... nothing better to make the work day pass faster ,4
22765,good morning!  i am so happy...the apartment i'm thinking of taking in london allows pets    yay!,4
22766,Going to see 'All Star Family Fortunes' today! woohoo!  Hope there are good families there!,4
22767,"Awight people. Been fun - off now for some work. Back in the evening for cricket. What can I say, I'm hopeless ",4
22768,My next tweet will be 3000 - who wants me to put their name in it? ,4
22769,@Mmmarcuss no im kidding ))) unless you want  ),4
22770,Eating jelly at my desk ,4
22771,"Just woke up. No bread left, need to have my daily nuttela sandwich. Sunny day today. Off to sixth form in a while. ",4
22772,@nickie72  roflmao - but I would defo keep my clothes on ,4
22773,Just for today - I will keep smiling even though I'm not quite sure how to answer customer enquiries on a computer that's not working! ,4
22774,@Raatek ah you are so fast  where do we meet?? xD,4
22775,tommorrow is @jusskah's birthday! ,4
22776,@DucSloerie You're teaching Ivo how to twitter? It's a miracle... ,4
22777,"shares Sammy and Rapht, ito na. maganda ba ung nasa left?? http://tinyurl.com/m2g2rd http://plurk.com/p/11b02c",4
22778,@Shesirawr aku jg deh mau tdr dl hehe yaudah nnt ya ceritanya  bye bye,4
22779,"@Andreafancinell idk whats wrong with this account , sorry ! Follow me @rica_aimie19 . I had to do everything I can for Peter ",4
22780,Thank you to everyone that has joined the ranks of my folowers! Your all awesome and I hope you like my novels! Good stuff coming! ,4
22781,Had an ultrasound today and spotted no male parts.  Most likely having a girl ,4
22782,I'm at School even though i've left helping my best friend sophie ,4
22783,@FISHKINZ no worries. Glad I could help out ,4
22784,@madaboutbooks WOW!!!!! Have fun with the littlies! All kids who have art in Can Do week are doing art project so THANK YOU   ,4
22785,"Just got off the phone w/baby  Wow, things really are changing.. We got off the phone laughing. For ONCE!",4
22786,"on my way to the airport...vegas, here we come!!! couldnt have come at a better time ",4
22787,i am so happy ....B in french and english and C in history waitin 4 drama and spanish! summer math and science! ,4
22788,Explore new and interesting markets for reliable profits  www.winplace.at,4
22789,@marcelbooth Thanks - I'll have a look ,4
22790,@Amelia_Grace Aw you're gorgeous. It will be really good to see you ,4
22791,I love the TV show JONAS. I watched it today  Im loving the song &quot;Give Love a try &quot; by Nick Jonas,4
22792,"@eliiiiza Shes at that Uni - just didn't want to name it  I heard shes doing great guns, but havent asked my landlord about her in a while",4
22793,"@RebeccaBrunner  diditleak.com says Lines, vines, and trying times leaked.  go find it!",4
22794,gotta love those 2 am phone calls ,4
22795,"@mozconcept Damn it! I'm almost finished with my entry, and *now* you're posting this stuff? ",4
22796,@LisaQuest Happy Birthday Trey ,4
22797,"@sporrana all good ta, you ",4
22798,@TVXQUKnow I love you and miss you. I can wait for you. Don't be sick!!  and... I hope your reply !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,4
